OS,cliente,tipoComponente,modelo,estado,fechaLlegada,fechaPrometida,fechaTermino,NParte,serieComp,serieEquipo,tipoOrden,tipoReparacion,horasComp
CI06816,INTERCAMBIO,MF,797,DESPACHO,2006-04-11,2006-12-31 00:00:00,2006-04-13,0R9813,5YJ00744,5YW00259,,Overhaul,13975.0
NP16964,ESCONDIDA,MF,793C,DESPACHO,2006-04-11,2006-07-27 00:00:00,2006-04-12,0R9049,CRA01234,4AR00239,,Overhaul,1.0
NP16941,SANTA BARBARA,TR,824C,DESPACHO,2006-04-11,2100-12-31 00:00:00,2006-06-02,0R4039,2JE01142,85X01641,,Overhaul,14044.0
N16944A,EL ABRA,TR,793C,DESPACHO,2006-04-11,2006-08-31 00:00:00,2006-04-12,0R4749,4GX01071,4GZ00099,,Overhaul,12541.0
NP16974,ESCONDIDA,MO,793B,DESPACHO,2006-04-12,2006-06-30 00:00:00,2006-04-12,0R3969,7CL01168,1HL00241,,Overhaul,9055.0
NP16985,EL ABRA,TR,793B,DESPACHO,2006-04-12,2006-07-26 00:00:00,2006-04-12,0R4008,6LE01261,1HL00154,,Puntual,775.0
NP16993,ESCONDIDA,DI,793B,DESPACHO,2006-04-12,2006-06-30 00:00:00,2006-04-12,1350471,CRA00941,1HL00161,,Overhaul,8000.0
NP16889,SANTA BARBARA,TR,789B,DESPACHO,2006-04-12,2006-06-30 00:00:00,2006-04-12,0R4007,10048813,7EK00401,,Overhaul,13573.0
NP16859,SUC. ANTOFAGASTA,TR,777D,DESPACHO,2006-04-12,2006-06-29 00:00:00,2006-04-12,0R4005,1FX34781,AGC00333,,Overhaul,12800.0
NP16891,CONTRATO MEL,TR,797B,DESPACHO,2006-04-12,2006-08-30 00:00:00,2006-04-12,1407002,5JY00660,JSM00124,,Puntual,7973.0
CI06801,INTERCAMBIO,DI,793C,DESPACHO,2006-04-12,2006-05-31 00:00:00,2006-04-12,1350471C,CRA01781,4AR00405,,Overhaul,15000.0
CI06808,INTERCAMBIO,DI,793C,DESPACHO,2006-04-12,2006-06-30 00:00:00,2006-04-13,1350471C,916,ATY00636,,Overhaul,14150.0
CI06697,INTERCAMBIO,TR,793C,DESPACHO,2006-04-12,2006-06-30 00:00:00,2006-04-13,0R4749,4GX00842,4AR00405,,Overhaul,20521.0
CI06652,INTERCAMBIO,TR,797,DESPACHO,2006-04-12,2006-06-30 00:00:00,2006-08-16,0R9813,10040031,5YW00230,,Overhaul,15355.0
CI06621,INTERCAMBIO,TR,D10R,DESPACHO,2006-04-12,2006-08-10 00:00:00,2006-04-13,10R0813,7SY00977,AKT00229,,Overhaul,17591.0
CI06630,INTERCAMBIO,TR,797,DESPACHO,2006-04-12,2006-08-19 00:00:00,2006-10-02,0R9813,10054829,5YW00219,,Overhaul,9458.0
CI06716,INTERCAMBIO,TR,994,DESPACHO,2006-04-12,2006-07-31 00:00:00,2006-08-28,0R4017,T8018,9YF00204,,Overhaul,11528.0
CI06730,INTERCAMBIO,TR,797B,DESPACHO,2006-04-12,2100-12-31 00:00:00,2006-10-27,0R9813,5JY00736,JSM00143,,Overhaul,11996.0
NP16943,SANTA BARBARA,CO,824C,DESPACHO,2006-04-12,2006-05-31 00:00:00,2006-05-28,1T1335,SIN SERIE,85X01641,,Puntual,16502.0
NP16913,CANDELARIA,MO,793B,DESPACHO,2006-04-13,2006-06-13 00:00:00,2006-04-13,10R0946,KNS00243,1HL00378,,Puntual,366.0
NP16919,RADOMIRO TOMIC,MO,793C,DESPACHO,2006-04-13,2006-07-31 00:00:00,2006-04-13,0R8842,7TR00808,4AR00113,,Puntual,367.0
NP16962,RADOMIRO TOMIC,MO,793B,DESPACHO,2006-04-13,2006-04-17 00:00:00,2006-04-13,0R9659,7CL01570,1HL00480,,Puntual,27.0
NP16902,SANTA BARBARA,MO,789B,DESPACHO,2006-04-13,2006-06-13 00:00:00,2006-04-13,0R3983,7CL01315,7EK00214,,Puntual,44.0
NP16888,EL ABRA,MO,793B,TERMINADO,2006-04-13,2006-06-30 00:00:00,2008-04-09,0R9669,7CL01391,1HL00346,,Puntual,3092.0
NP16969,SUC. ANTOFAGASTA,MO,C12,DESPACHO,2006-04-13,2006-06-30 00:00:00,2006-04-13,1915394,BLD02172,BLD02172,,Puntual,1568.0
CM03665,COLLAHUASI,MO,16H,DESPACHO,2006-04-13,2006-06-30 00:00:00,2006-04-13,2047983,5ED03147,ATS00310,,Puntual,3707.0
IQ17258,SUC. IQUIQUE,MO,14H,DESPACHO,2006-04-13,2006-10-20 00:00:00,2006-04-13,1611747,3PD12443,ASE01316,,Puntual,592.0
NP16863,SUC. ANTOFAGASTA,CO,777D,DESPACHO,2006-04-13,2100-12-31 00:00:00,2006-04-13,0R4065,CRA04105,AGC00333,,Overhaul,12810.0
NP16984,EL ABRA,TR,793B,DESPACHO,2006-04-13,2006-06-30 00:00:00,2006-05-25,0R4008,10026213,1HL00369,,Overhaul,8828.0
NP16977,INTERCAMBIO,MF,789C,DESPACHO,2006-04-13,2006-05-31 00:00:00,2006-10-24,,10037370,2BW00527,,Overhaul,1881.0
CI06700,INTERCAMBIO,MA,797,DESPACHO,2006-04-13,2006-06-13 00:00:00,2006-10-03,1925726,CRA03624,5YW00227,,Overhaul,21524.0
NP17003,CONTRATO MEL,MO,797B,DESPACHO,2006-04-14,2006-05-31 00:00:00,2006-04-27,10R1676,3TN00547,JSM00177,,Puntual,233.0
NP16708,EL TESORO,MF,789C,TERMINADO,2006-04-14,2006-05-31 00:00:00,2006-12-04,0R9043,100065190,2BW00304,,Puntual,6693.0
NP17009,EL TESORO,MF,789C,DESPACHO,2006-04-14,2006-05-31 00:00:00,2006-10-24,0R9043,1066404,2BW00304,,Puntual,6693.0
NP17008,EL TESORO,MF,789C,DESPACHO,2006-04-14,2006-05-30 00:00:00,2006-10-24,0R9043,10065190,2BW00304,,Puntual,6693.0
CI00001,INTERCAMBIO,MO,3412,DESPACHO,2006-04-14,2006-05-31 00:00:00,2006-04-14,4W1757,38S00001,38S00001,,Overhaul,12.0
CI00002,MINERA MANTOS DE ORO,MO,3412,DESPACHO,2006-04-14,2006-05-14 00:00:00,2006-04-14,7W1757,38S1,38S1,,Overhaul,1.0
CI00003,MINERA MANTOS DE ORO,MO,3412,DESPACHO,2006-04-14,2006-05-14 00:00:00,2006-04-14,4W1757,38S1,38S1,,Overhaul,1.0
NP17000,ESCONDIDA,TR,834G,DESPACHO,2006-04-14,2006-05-14 00:00:00,2006-04-14,1376229,3NY00688,BPC00185,,Puntual,308.0
CI06701,INTERCAMBIO,MA,797,DESPACHO,2006-04-16,2006-05-31 00:00:00,2006-10-03,1925726,CRA05106,5YW00271,,Overhaul,22988.0
NP16999,ESCONDIDA,TR,D11R,DESPACHO,2006-04-16,2100-12-31 00:00:00,,1169770,1SY01156,7PZ00732,,Overhaul,12273.0
NP16810,RADOMIRO TOMIC,MA,793C,DESPACHO,2006-04-16,2006-05-09 00:00:00,2006-04-16,1255938,CRA05120,4GZ00130,,Overhaul,7500.0
NP00100,INTERCAMBIO,CO,789B,DESPACHO,2006-04-17,2006-07-31 00:00:00,2006-04-17,165,WERWER,ERER,,Overhaul,25164.0
AN43570,SUC. ANTOFAGASTA,DI,R1600G,DESPACHO,2006-04-18,2006-07-21 00:00:00,2006-04-18,9EQ4197,SIN SERIE,9PP00154,,Puntual,329.0
CI06829,INTERCAMBIO,MO,793C,DESPACHO,2006-04-19,2006-10-31 00:00:00,2006-05-22,0R8842,7DS00369,4AR00349,,Overhaul,13959.0
CI06830,CENTRO DE SERVICIOS LA NEGRA,MO,824C,DESPACHO,2006-04-19,2100-12-31 00:00:00,2006-08-10,1005082,CRA03552,85X01598,,Overhaul,14228.0
CI06831,INTERCAMBIO,DI,797,DESPACHO,2006-04-19,2100-12-31 00:00:00,2006-07-21,0R9815,31314000,5YW00223,,Overhaul,17178.0
CI06833,CENTRO DE SERVICIOS LA NEGRA,TR,16H,DESPACHO,2006-04-19,2006-08-09 00:00:00,2006-09-01,0R4059,5MX01334,6ZJ00295,,Overhaul,3452.0
CI06828,INTERCAMBIO,MO,793C,DESPACHO,2006-04-19,2006-10-31 00:00:00,2006-05-24,0R8852,7DS00369,4AR00352,,Overhaul,14067.0
CI06826,INTERCAMBIO,MF,793C,DESPACHO,2006-04-19,2006-07-23 00:00:00,2006-07-26,10R1822,CRA05168,ATY00636,,Overhaul,14150.0
CI06822,INTERCAMBIO,CO,D10R,DESPACHO,2006-04-19,2006-06-28 00:00:00,2006-04-23,0R4092,CRA03327,3KR00635,,Overhaul,13006.0
CI06824,INTERCAMBIO,MO,16G,DESPACHO,2006-04-19,2100-12-31 00:00:00,2006-08-17,7W5178,70V29526,93U03539,,Overhaul,17121.0
CI06825,INTERCAMBIO,DI,789C,DESPACHO,2006-04-19,2006-06-22 00:00:00,2006-04-26,1256046,CRA03829,2BW00533,,Overhaul,11949.0
CI06823,INTERCAMBIO,MO,824G,DESPACHO,2006-04-19,2100-12-31 00:00:00,2006-08-28,1111779,41Z07374,4SN00373,,Overhaul,23930.0
CI06820,CENTRO DE SERVICIOS LA NEGRA,MO,D10R,DESPACHO,2006-04-19,2006-07-31 00:00:00,2006-05-04,1715806,5JJ03546,AKT00752,,Overhaul,8475.0
CI06818,INTERCAMBIO,MO,797,DESPACHO,2006-04-19,2006-06-30 00:00:00,2006-05-04,0R8668,3TN00480,5YW00231,,Overhaul,9705.0
CI06815,CENTRO DE SERVICIOS LA NEGRA,MO,834G,DESPACHO,2006-04-19,2006-06-30 00:00:00,2006-06-13,2354730,BNT02317,8PC00181,,Overhaul,9460.0
CI06659,INTERCAMBIO,MF,789C,DESPACHO,2006-04-19,2006-06-30 00:00:00,2006-05-20,0R9043,CRA01697,7EK00640,,Overhaul,14638.0
CI06747,INTERCAMBIO,MF,789C,DESPACHO,2006-04-19,2006-06-29 00:00:00,2006-07-12,0R9043,10046301,2BW00531,,Overhaul,14358.0
CI06749,INTERCAMBIO,MF,789C,DESPACHO,2006-04-19,2006-06-22 00:00:00,2006-05-20,0R9043,10046210,2BW00531,,Overhaul,14358.0
CI06761,INTERCAMBIO,MF,994D,DESPACHO,2006-04-19,2006-05-23 00:00:00,,0R9601,CRA03430,3TZ00282,,Overhaul,18679.0
CI06762,INTERCAMBIO,MF,994D,DESPACHO,2006-04-19,2006-05-23 00:00:00,,0R9601,10029990,3TZ00282,,Overhaul,18619.0
CI06832,INTERCAMBIO,CO,D10R,DESPACHO,2006-04-19,2006-06-30 00:00:00,2006-04-26,0R4092,CRA01839,3KR01674,,Overhaul,11767.0
CI06836,INTERCAMBIO,MO,992D,DESPACHO,2006-04-19,2006-07-31 00:00:00,2006-09-06,0R7339,73W00986,7MJ00697,,Overhaul,13856.0
CI06838,INTERCAMBIO,CO,769C,DESPACHO,2006-04-19,2006-07-12 00:00:00,2006-04-26,0R4061,CRA04815,7MJ00697,,Overhaul,70163.0
CI06839,CENTRO DE SERVICIOS LA NEGRA,DI,789B,DESPACHO,2006-04-20,2006-06-16 00:00:00,2006-04-26,1256046,CRA02528,7EK00639,,Overhaul,46228.0
NP17015,ESCONDIDA,TR,793B,DESPACHO,2006-04-20,2100-12-31 00:00:00,2006-05-09,0R4008,T1555,1HL00243,,Puntual,1.0
N17002A,EL ABRA,TR,16H,DESPACHO,2006-04-20,2100-12-31 00:00:00,2006-05-09,0R4059,10051652,6ZJ000028,,Puntual,8230.0
N16998A,EL ABRA,TR,16G,DESPACHO,2006-04-20,,2006-05-09,0R4024,2DA01323,93U03458,,Puntual,1696.0
N16895A,INTERCAMBIO,TR,785C,DESPACHO,2006-04-20,2100-12-31 00:00:00,2006-05-09,0R4007,2BE02887,APX00521,,Overhaul,3248.0
NP16898,INTERCAMBIO,MF,793B,DESPACHO,2006-04-20,2006-06-30 00:00:00,2006-08-28,0R9049,10068913,1HL00752,,Overhaul,4126.0
N16978A,INTERCAMBIO,MF,793C,DESPACHO,2006-04-20,2006-05-31 00:00:00,2006-07-12,0R9049,10061446,ATY00636,,Overhaul,68.0
NP17006,SANTA BARBARA,MF,789B,DESPACHO,2006-04-20,2006-05-24 00:00:00,,0R9043,SIN SERIE,7EK00401,,Puntual,3482.0
NP17025,CERRO COLORADO,MO,789,DESPACHO,2006-04-20,2006-05-26 00:00:00,,0R3953,6CL00294,9ZC00127,,Puntual,12175.0
NP16457,EL TESORO,MO,994D,DESPACHO,2006-04-20,2006-05-31 00:00:00,2006-04-24,0R8555,7TR00908,3TZ00267,,Puntual,12232.0
NP17012,ESCONDIDA,CO,834B,DESPACHO,2006-04-20,2006-05-25 00:00:00,2006-04-25,0R4082,CRA01298,92Z00565,,Puntual,111.0
CI06805,INTERCAMBIO,CO,834B,DESPACHO,2006-04-20,2006-05-29 00:00:00,2006-04-26,0R4082,92Z00569,7BR00587,,Overhaul,11670.0
NP17005,EL TESORO,TR,834G,DESPACHO,2006-04-20,2006-06-20 00:00:00,2006-04-20,0R1622,10043657,BPC00156,,Overhaul,6690.0
NP16992,MINERA MANTOS DE ORO,MO,793C,DESPACHO,2006-04-20,2006-05-31 00:00:00,2006-04-26,0R9558,7TR01007,4AR,,Puntual,1.0
NP17016,ESCONDIDA,CO,793C,DESPACHO,2006-04-20,2100-12-31 00:00:00,2006-06-05,0R4089,CRA01745,4AR00232,,Puntual,11240.0
NP16879,EL ABRA,CO,793B,DESPACHO,2006-04-20,2006-05-25 00:00:00,2006-04-25,0R4008,CRA01424,1HL00368,,Puntual,4175.0
CI06717,INTERCAMBIO,DI,994,DESPACHO,2006-04-20,2007-05-31 00:00:00,2006-10-24,1191792,CRA05110,9YF00183,,Overhaul,17098.0
NP17001,ESCONDIDA,CO,834G,DESPACHO,2006-04-20,,2006-08-07,1457100,CRA04797,BPC00185,,Puntual,3023.0
RO23410,INTERCAMBIO GARANTIA,MO,D10R,TERMINADO,2006-04-20,2006-05-31 00:00:00,2007-02-21,0R7542,9BX01625,3KR00635,,Puntual,1059.0
NP16634,INTERCAMBIO,MF,793C,TERMINADO,2006-04-21,2006-06-30 00:00:00,2006-10-03,0R9049,10066144,4AR00122,,Overhaul,4836.0
NP17011,ESCONDIDA,MA,793C,DESPACHO,2006-04-21,2006-05-24 00:00:00,2006-04-24,0R8793,CRA05161,4AR00224,,Puntual,1.0
NP17030,EL ABRA,CO,834B,DESPACHO,2006-04-22,2100-12-31 00:00:00,2007-02-20,4E8525,SIN SERIE,92Z00624,,Puntual,1.0
CI06814,INTERCAMBIO,MA,789B,DESPACHO,2006-04-22,2100-12-31 00:00:00,2006-07-28,5T1023LH,100000178,7EK00593,,Overhaul,16889.0
NP16799,ESCONDIDA,TR,793B,DESPACHO,2006-04-24,2006-06-30 00:00:00,2006-04-24,0R4008,T06843,1HL00159,,Overhaul,15000.0
CI06732,INTERCAMBIO,TR,793B,DESPACHO,2006-04-25,2006-07-15 00:00:00,2006-08-01,0R4008,T5751,1HL00513,,Overhaul,11720.0
NP17037,SUC. ANTOFAGASTA,TR,16G,DESPACHO,2006-04-25,2006-05-09 00:00:00,2006-11-15,0R4024,10034067,93U03674,,Puntual,532.0
NP17038,SUC. ANTOFAGASTA,DI,16G,DESPACHO,2006-04-25,2006-05-09 00:00:00,2006-10-03,8D4300,CRA05066,93U03674,,Puntual,532.0
N16745A,EL ABRA,MO,D10N,DESPACHO,2006-04-26,2006-05-01 00:00:00,2006-04-26,,73W09616,3SK00958,,Overhaul,3960.0
N16673A,SUC. COPIAPO,MO,D10N,DESPACHO,2006-04-26,2006-05-01 00:00:00,2006-10-03,7T2630,2YD02346,2YD02346,,Overhaul,18460.0
CI06840,CENTRO DE SERVICIOS LA NEGRA,DI,994,DESPACHO,2006-04-26,2006-07-08 00:00:00,2006-04-26,1191792,CRA03635,9YF,,Overhaul,16431.0
CI06841,INTERCAMBIO,CO,793B,DESPACHO,2006-04-26,2006-07-31 00:00:00,2006-05-16,0R4088,CRA02017,1HL00512,,Overhaul,6000.0
CI06842,INTERCAMBIO,DI,793B,DESPACHO,2006-04-26,2006-06-22 00:00:00,2006-04-26,1350471C,CRA03802,1HL00513,,Overhaul,11720.0
CI06843,INTERCAMBIO,MO,793B,DESPACHO,2006-04-26,2006-11-30 00:00:00,2006-05-24,0R9659,7CL01542,1HL00513,,Overhaul,6576.0
CI06844,INTERCAMBIO,CO,793C,DESPACHO,2006-04-26,2006-06-02 00:00:00,2006-04-26,0R4090,CRA04346,4GZ00130,,Overhaul,12574.0
CI06848,INTERCAMBIO,DI,824G,DESPACHO,2006-04-26,2006-06-09 00:00:00,2006-05-06,1124068,CRA05167,4SN00336,,Overhaul,46669.0
CI06849,INTERCAMBIO,DI,824G,DESPACHO,2006-04-26,2006-06-10 00:00:00,2006-05-06,1124068,CRA02829,4SN00336,,Overhaul,46669.0
CI06851,INTERCAMBIO,DI,793C,DESPACHO,2006-04-26,2006-06-30 00:00:00,2006-04-26,1350471C,CRA01381,4AR00114,,Overhaul,14829.0
CI06740,INTERCAMBIO,CO,994,DESPACHO,2006-04-26,2006-05-31 00:00:00,2006-04-26,0R4087,CRA01101,9YF00201,,Overhaul,5966.0
CI06852,INTERCAMBIO,DI,824C,DESPACHO,2006-04-26,2006-07-17 00:00:00,2006-08-28,9C4205,CRA01691,85X01598,,Overhaul,16681.0
CI06773,CENTRO DE SERVICIOS LA NEGRA,DI,773B,DESPACHO,2006-04-26,2006-06-07 00:00:00,2006-04-26,9D6130,CRA05166,63W03805,,Overhaul,14501.0
CI06853,INTERCAMBIO,TR,797,DESPACHO,2006-04-26,2100-12-31 00:00:00,2006-09-05,0R9813,5JY00679,5YW00276,,Overhaul,18132.0
CI06854,INTERCAMBIO,CO,797,DESPACHO,2006-04-26,2006-07-31 00:00:00,2006-04-26,0R9812,5ST00119,5YW00242,,Overhaul,15518.0
CI06855,INTERCAMBIO,MO,797,DESPACHO,2006-04-26,2006-08-31 00:00:00,2006-08-19,0R8668,3TN00421,5YW00242,,Overhaul,14413.0
NP17039,INTERCAMBIO,MF,797,DESPACHO,2006-04-26,2006-07-13 00:00:00,2006-07-18,0R9814,300090,5YW00275,,Puntual,7876.0
NP17010,EL TESORO,CO,834G,DESPACHO,2006-04-26,2006-05-07 00:00:00,2006-04-26,0R4827,10043451,BPC00133,,Overhaul,21058.0
CI6693A,INTERCAMBIO,MO,D10R,DESPACHO,2006-04-26,2006-05-31 00:00:00,2006-10-03,0R7542,80M02249,3KR00530,,Overhaul,11173.0
NP17013,CERRO COLORADO,CO,789,DESPACHO,2006-04-26,2006-05-31 00:00:00,2006-04-26,0R4085,T6182,9ZC00127,,Overhaul,13168.0
NP17026,SUC. ANTOFAGASTA,DI,R1600G,DESPACHO,2006-04-26,2006-05-25 00:00:00,2006-04-26,9E4197,SIN SERIE,9PP00154,,Puntual,329.0
NP16900,SUC. ANTOFAGASTA,TR,777D,DESPACHO,2006-04-26,2006-05-31 00:00:00,2006-04-26,0R4005,1FX03197,AGC00333,,Overhaul,8100.0
NP16833,CONTRATO MEL,MF,797,DESPACHO,2006-04-26,2006-05-31 00:00:00,2006-04-26,1397663,500125,5YW00220,,Overhaul,17923.0
N16845A,EL ABRA,MO,793B,DESPACHO,2006-04-26,2006-05-31 00:00:00,2006-10-03,0R3959,7CL01261,1HL00368,,Overhaul,4848.0
CI99999,CENTRO DE SERVICIOS LA NEGRA,CO,834G,DESPACHO,2006-04-27,2006-06-16 00:00:00,2006-04-27,XXXXXXXX,XXX,XXX,,Overhaul,34334.0
NP17046,SUC. ANTOFAGASTA,DI,R1600G,DESPACHO,2006-04-27,2006-05-18 00:00:00,2006-04-27,9E4193,CRA05125,9PP00157,,Puntual,473.0
LN00214,SUC. ANTOFAGASTA,DI,R1600G,DESPACHO,2006-04-27,2006-05-11 00:00:00,2006-04-27,9E4193,SIN SERIE,9PP00157,,Puntual,473.0
EC06649,ESCONDIDA,TR,16H,DESPACHO,2006-04-27,2006-05-24 00:00:00,2006-10-03,10R1027,10069376,ATS00359,,Puntual,156.0
NP16929,ESCONDIDA,TR,24H,DESPACHO,2006-04-27,2006-05-31 00:00:00,2006-10-03,8E1298,1KY00563,7KK00099,,Puntual,8000.0
NP17032,RADOMIRO TOMIC,DI,854G,DESPACHO,2006-04-27,2006-05-31 00:00:00,2006-04-27,2375716,CRA03370,AMP00281,,Overhaul,9794.0
NP16828,INTERCAMBIO,TR,994,DESPACHO,2006-04-28,2006-05-24 00:00:00,2006-04-28,0R4017,3AX00731,9YF00098,,Overhaul,10889.0
N16692A,EL ABRA,MO,793B,DESPACHO,2006-04-28,2006-04-30 00:00:00,2006-10-03,0R9659,7CL01570,1HL00480,,Overhaul,27.0
CI06857,INTERCAMBIO,DI,789B,DESPACHO,2006-04-28,2100-12-31 00:00:00,2006-07-22,1256046,CRA01313,7EK00213,,Overhaul,24335.0
CI06856,INTERCAMBIO,CO,797,DESPACHO,2006-04-28,2006-07-20 00:00:00,2006-08-15,0R9812,10035810,5YW00274,,Overhaul,18715.0
CI06858,INTERCAMBIO,DI,854G,TERMINADO,2006-04-28,2100-12-31 00:00:00,2006-09-03,2046994,SIN SERIE,1JW,,Overhaul,12000.0
CI06859,INTERCAMBIO,MF,793B,DESPACHO,2006-04-28,2006-07-24 00:00:00,2006-09-03,10R1822,CRA00227,1HL00513,,Overhaul,11720.0
CI06864,INTERCAMBIO,MO,793C,DESPACHO,2006-04-28,2006-07-31 00:00:00,2006-08-24,0R7568,CPW00393,4AR00230,,Overhaul,18000.0
CI06862,INTERCAMBIO,MO,988F,DESPACHO,2006-04-28,2100-12-31 00:00:00,2006-05-15,4P4988,48W35508,2ZR,,Overhaul,20000.0
NP16603,CENTRO DE SERVICIOS LA NEGRA,MF,793B,DESPACHO,2006-04-28,2006-05-01 00:00:00,,10R1822,CRA04035,1HL00379,,Puntual,1529.0
NP17049,SUC. ANTOFAGASTA,CO,777D,DESPACHO,2006-04-28,2006-05-10 00:00:00,2006-04-28,0R4065,SIN SERIE,AGC00360,,Puntual,1.0
NP17048,EL ABRA,CO,793B,DESPACHO,2006-04-28,2006-06-30 00:00:00,2006-04-28,0R4088,Cra05159,1HL00355,,Overhaul,11489.0
NP17047,EL ABRA,TR,D10N,DESPACHO,2006-04-28,,2006-04-28,7T5802,1ZE002599,2YD002348,,Overhaul,5300.0
NP17035,EL ABRA,CO,793B,TERMINADO,2006-04-28,2006-05-30 00:00:00,2006-12-04,0R4088,T10275,1HL75003,,Puntual,4290.0
NP17050,ESCONDIDA,TR,16H,DESPACHO,2006-04-28,2006-06-30 00:00:00,2006-04-28,8D4300,CRA04685,ATS00359,,Puntual,6399.0
EC06532,ESCONDIDA,TR,16H,DESPACHO,2006-04-28,2100-12-31 00:00:00,2006-04-28,1836616,DWH00814,ATS00359,,Puntual,6234.0
CI06646,INTERCAMBIO,MA,789B,DESPACHO,2006-04-29,2006-05-02 00:00:00,2006-04-29,5T1023RH,CRA04279,7EK00591,,Overhaul,16622.0
NP17051,SUC. ANTOFAGASTA,MO,C15,DESPACHO,2006-04-30,2100-12-31 00:00:00,2006-04-30,1889436,BEM01634,BEM01634,,Puntual,7273.0
NP17056,EL TESORO,MF,789C,DESPACHO,2006-05-01,2006-05-31 00:00:00,2006-05-04,0R9043,CRA04223,2BW00533,,Overhaul,11549.0
NP16897,INTERCAMBIO,TR,793B,DESPACHO,2006-05-01,2006-05-25 00:00:00,2006-05-01,0R4008,10061103,1HL00268,,Puntual,3487.0
NP16966,SANTA BARBARA,DI,994,DESPACHO,2006-05-02,2006-06-30 00:00:00,2006-05-02,8R4202,CRA01251,9YF00096,,Overhaul,21804.0
N16902A,INTERCAMBIO,MO,789B,DESPACHO,2006-05-02,2006-05-31 00:00:00,2006-11-13,0R3983,7CL01315,7EK00214,,Puntual,44.0
NP17022,CONTRATO MEL,CO,797B,DESPACHO,2006-05-02,2006-05-31 00:00:00,2006-05-02,0R9812,10060840,JSM00124,,Puntual,861.0
CI06866,INTERCAMBIO,TR,992D,DESPACHO,2006-05-02,2100-12-31 00:00:00,2006-05-09,0R4016,2ZX00918,7MJ00697,,Overhaul,12811.0
NP17045,CERRO COLORADO,CO,994D,DESPACHO,2006-05-02,2006-05-31 00:00:00,2006-09-25,1245570,CRA02752,3TZ00283,,Puntual,2227.0
N106918,RADOMIRO TOMIC,MO,D10R,DESPACHO,2006-05-02,,2006-05-02,0R7542,BNF00360,3KR00837,,Overhaul,1083.0
N16918A,RADOMIRO TOMIC,MO,D10R,DESPACHO,2006-05-02,2006-05-04 00:00:00,2006-10-03,0R7542,BNF00360,3KR00837,,Overhaul,1083.0
DA12453,CANDELARIA,TR,994,DESPACHO,2006-05-04,2006-06-08 00:00:00,2006-05-04,0R4017,3AX00703,9YF00204,,Puntual,755.0
NP17072,SPENCE,TR,980G,DESPACHO,2006-05-04,2006-05-08 00:00:00,,1731870,7WY03285,AWH02455,,Puntual,2965.0
CI06867,INTERCAMBIO,DI,16G,DESPACHO,2006-05-04,2006-06-30 00:00:00,2006-07-08,8D4290,CRA00206,93U03458,,Overhaul,11500.0
NP17073,RADOMIRO TOMIC,MO,D10R,DESPACHO,2006-05-04,2006-06-30 00:00:00,2006-07-21,0R7542,BNF00451,3KR00635,,Overhaul,1059.0
AN43573,SUC. ANTOFAGASTA,MO,962G,DESPACHO,2006-05-04,2006-05-31 00:00:00,,2160850,BMA18428,BAD00402,,Puntual,6872.0
LN00231,SUC. ANTOFAGASTA,DI,R1600G,DESPACHO,2006-05-04,2006-05-08 00:00:00,2006-05-04,9E4182,SIN SERIE,9PP00160,,Puntual,115.0
NP17077,INTERCAMBIO,MO,793C,DESPACHO,2006-05-05,2006-05-31 00:00:00,,0R9558,7DS00528,4GZ,,Puntual,1.0
IQ17566,SUC. IQUIQUE,MO,140H,DESPACHO,2006-05-05,2006-06-30 00:00:00,2006-05-07,1605101,3PD09777,CCA01026,,Overhaul,4411.0
NE00001,MINERA MANTOS VERDES,MO,797,DESPACHO,2006-05-05,2006-10-31 00:00:00,2006-05-05,1,1,1,,Puntual,1.0
NP17021,CONTRATO MEL,MF,797B,DESPACHO,2006-05-07,2006-06-30 00:00:00,2006-05-07,0R9814,304378,JSM00169,,Puntual,8760.0
CI00010,MINERA MANTOS DE ORO,MF,793C,DESPACHO,2006-05-08,2006-05-31 00:00:00,2006-05-08,1,1,1,,Overhaul,1.0
NP00010,C.D.R. ANTOFAGASTA,MF,793C,DESPACHO,2006-05-08,2006-05-31 00:00:00,2006-10-01,1,1,1,,Overhaul,1.0
CI06731,INTERCAMBIO,TR,793B,DESPACHO,2006-05-08,2006-06-10 00:00:00,2006-05-08,0R4008,6LE01523,4AR,,Overhaul,111.0
NP17067,CANDELARIA,MO,773B,DESPACHO,2006-05-09,2006-08-31 00:00:00,2006-08-15,1037416,73W09686,63W03688,,Puntual,549.0
NP17081,SUC. ANTOFAGASTA,TR,D8R,DESPACHO,2006-05-09,2006-06-05 00:00:00,2006-05-09,2192624,HCR02187,AKA01176,,Puntual,1504.0
N17076A,ESCONDIDA,MA,793B,DESPACHO,2006-05-09,2100-12-31 00:00:00,2006-05-09,1255938,SIN SERIE,1HL00160,,Overhaul,1.0
NP17055,COLLAHUASI,TR,793C,DESPACHO,2006-05-10,2100-12-31 00:00:00,2006-05-15,0R4749,4GX01077,4GZ00203,,Overhaul,15465.0
NP16878,PELAMBRES,MO,797,DESPACHO,2006-05-10,2006-07-31 00:00:00,2006-08-05,0R8668,3TN00444,5YW00001,,Puntual,20000.0
N17069A,CONTRATO MEL,MF,797B,DESPACHO,2006-05-10,2006-07-12 00:00:00,2006-08-26,0R9814,604398,JSM00187,,Overhaul,8494.0
NP17024,CONTRATO MEL,MF,797B,DESPACHO,2006-05-10,2100-12-31 00:00:00,,0R9814,703348,JSM00169,,Overhaul,15271.0
